Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueRss5 PeakValueRss6 PeakValueRss7 PeakValueRss8 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 PeakValueVsize5 PeakValueVsize6 PeakValueVsize7 PeakValueVsize8 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobCPU5 TotalJobCPU6 TotalJobCPU7 TotalJobCPU8 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4 TotalJobTime5 TotalJobTime6 TotalJobTime7 TotalJobTime8
1634421600.0 10825.0 68 201 673 85 0 NA NA NA 128 471 834 134 0 NA NA NA 3383 1420 2278 379 1734 NA NA NA 2298 2376 5294 782 2335 NA NA NA
1634421600.0 10826.0 75 219 693 94 0 NA NA NA 139 480 846 144 0 NA NA NA 6231 1603 2732 405 1730 NA NA NA 3135 3122 4308 1182 2421 NA NA NA
1634421600.0 10842.0 58 187 654 94 0 NA NA NA 111 471 787 144 0 NA NA NA 1196 1177 2115 389 1687 NA NA NA 1877 1752 3573 738 1954 NA NA NA
1634421600.0 109.0 91 88 440 NA NA NA NA NA 190 359 545 NA NA NA NA NA 4417 501 1615 NA NA NA NA NA 2551 864 2486 NA NA NA NA NA
1634421600.0 11.0 NA 96 466 0 57 NA NA NA NA 363 586 0 104 NA NA NA NA 1731 1565 551 217 NA NA NA NA 981 1748 787 369 NA NA NA
1634421600.0 110.0 59 84 429 NA NA NA NA NA 124 367 537 NA NA NA NA NA 549 431 1465 NA NA NA NA NA 1086 557 2919 NA NA NA NA NA
1634421600.0 1102.0 NA 111 464 129 73 NA NA NA NA 370 563 224 162 NA NA NA NA 2399 3856 1672 305 NA NA NA NA 1633 3743 2167 303 NA NA NA
1634421600.0 111.0 81 93 430 NA NA NA NA NA 183 367 550 NA NA NA NA NA 2010 397 1436 NA NA NA NA NA 1403 1132 1824 NA NA NA NA NA
1634421600.0 112.0 90 86 434 NA NA NA NA NA 190 359 550 NA NA NA NA NA 2912 496 1504 NA NA NA NA NA 1416 626 1938 NA NA NA NA NA
1634421600.0 11224.0 72 219 686 0 NA NA NA NA 134 478 853 0 NA NA NA NA 4105 1524 2464 1793 NA NA NA NA 2603 1791 5404 2213 NA NA NA NA
1634421600.0 113.0 90 84 435 NA NA NA NA NA 189 367 545 NA NA NA NA NA 2927 482 1496 NA NA NA NA NA 1629 921 2027 NA NA NA NA NA
1634421600.0 114.0 86 85 434 NA NA NA NA NA 185 359 534 NA NA NA NA NA 3240 480 1535 NA NA NA NA NA 1980 934 2510 NA NA NA NA NA
1634421600.0 115.0 89 88 436 NA NA NA NA NA 186 359 535 NA NA NA NA NA 3209 509 1576 NA NA NA NA NA 1958 1078 2607 NA NA NA NA NA
1634421600.0 116.0 88 88 435 NA NA NA NA NA 186 367 536 NA NA NA NA NA 3101 510 1539 NA NA NA NA NA 2074 1393 2246 NA NA NA NA NA
1634421600.0 11623.0 64 193 671 82 0 NA NA NA 110 473 833 133 0 NA NA NA 1557 1422 2337 392 1782 NA NA NA 1988 2571 4848 1171 2029 NA NA NA
1634421600.0 11624.0 70 214 692 94 0 NA NA NA 120 472 861 146 0 NA NA NA 3634 1625 2648 479 1814 NA NA NA 2140 2637 4901 1343 2297 NA NA NA
1634421600.0 11625.0 71 202 687 85 0 NA NA NA 114 479 851 134 0 NA NA NA 2634 1510 2491 399 1817 NA NA NA 3229 3003 4623 1619 2660 NA NA NA
1634421600.0 11626.0 72 232 695 93 0 NA NA NA 121 472 836 144 0 NA NA NA 5635 1801 2806 481 1810 NA NA NA 3530 1954 4776 1355 2067 NA NA NA
1634421600.0 11642.0 56 188 660 93 0 NA NA NA 104 478 832 144 0 NA NA NA 1167 1279 2224 470 1793 NA NA NA 1131 1756 5298 1062 2277 NA NA NA
1634421600.0 117.0 85 87 441 NA NA NA NA NA 191 367 537 NA NA NA NA NA 3751 503 1579 NA NA NA NA NA 2012 1338 2302 NA NA NA NA NA
1634421600.0 118.0 91 86 441 NA NA NA NA NA 192 360 544 NA NA NA NA NA 3973 492 1595 NA NA NA NA NA 2292 726 1843 NA NA NA NA NA
1634421600.0 119.0 83 86 431 NA NA NA NA NA 181 367 531 NA NA NA NA NA 2718 491 1515 NA NA NA NA NA 1312 1097 2847 NA NA NA NA NA
1634421600.0 12.0 NA 110 453 0 NA NA NA NA NA 370 567 0 NA NA NA NA NA 2001 3045 525 NA NA NA NA NA 1436 3286 745 NA NA NA NA
1634421600.0 120.0 59 78 425 NA NA NA NA NA 137 359 532 NA NA NA NA NA 870 422 1448 NA NA NA NA NA 1164 781 2214 NA NA NA NA NA
1634421600.0 12024.0 70 215 691 0 NA NA NA NA 121 487 865 0 NA NA NA NA 3554 1669 2643 1823 NA NA NA NA 1999 1931 4230 2126 NA NA NA NA
1634421600.0 121.0 90 88 440 NA NA NA NA NA 193 367 540 NA NA NA NA NA 3856 495 1635 NA NA NA NA NA 2156 1414 2009 NA NA NA NA NA
1634421600.0 122.0 58 77 415 NA NA NA NA NA 130 359 527 NA NA NA NA NA 978 327 1424 NA NA NA NA NA 1120 740 2980 NA NA NA NA NA
1634421600.0 123.1 320 NA NA NA NA NA NA NA 510 NA NA NA NA NA NA NA 1072 NA NA NA NA NA NA NA 1577 NA NA NA NA NA NA NA
1634421600.0 123.2 321 NA NA NA NA NA NA NA 518 NA NA NA NA NA NA NA 1170 NA NA NA NA NA NA NA 1839 NA NA NA NA NA NA NA
1634421600.0 123.3 262 NA NA NA NA NA NA NA 510 NA NA NA NA NA NA NA 933 NA NA NA NA NA NA NA 1730 NA NA NA NA NA NA NA
1634421600.0 124.1 307 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 941 NA NA NA NA NA NA NA 1304 NA NA NA NA NA NA NA
1634421600.0 124.2 314 NA NA NA NA NA NA NA 514 NA NA NA NA NA NA NA 1098 NA NA NA NA NA NA NA 1497 NA NA NA NA NA NA NA
1634421600.0 124.4 305 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 970 NA NA NA NA NA NA NA 1357 NA NA NA NA NA NA NA
1634421600.0 124.5 306 NA NA NA NA NA NA NA 501 NA NA NA NA NA NA NA 985 NA NA NA NA NA NA NA 1810 NA NA NA NA NA NA NA
1634421600.0 124.6 265 NA NA NA NA NA NA NA 508 NA NA NA NA NA NA NA 932 NA NA NA NA NA NA NA 1456 NA NA NA NA NA NA NA
1634421600.0 125.0 87 85 431 NA NA NA NA NA 187 359 532 NA NA NA NA NA 3035 464 1506 NA NA NA NA NA 2418 1082 2217 NA NA NA NA NA
1634421600.0 126.0 60 79 424 NA NA NA NA NA 148 367 527 NA NA NA NA NA 1303 452 1474 NA NA NA NA NA 943 958 2793 NA NA NA NA NA
1634421600.0 127.0 59 80 427 NA NA NA NA NA 124 359 535 NA NA NA NA NA 1240 440 1459 NA NA NA NA NA 1199 1002 2254 NA NA NA NA NA
1634421600.0 128.0 57 81 422 NA NA NA NA NA 114 367 540 NA NA NA NA NA 786 440 1451 NA NA NA NA NA 961 900 2928 NA NA NA NA NA
1634421600.0 129.0 63 78 422 NA NA NA NA NA 129 367 528 NA NA NA NA NA 947 428 1440 NA NA NA NA NA 1359 813 2853 NA NA NA NA NA
1634421600.0 13.0 NA 90 440 0 NA NA NA NA NA 370 565 0 NA NA NA NA NA 436 1962 460 NA NA NA NA NA 1379 3276 544 NA NA NA NA
1634421600.0 130.0 60 79 426 NA NA NA NA NA 132 367 529 NA NA NA NA NA 790 446 1458 NA NA NA NA NA 712 558 2650 NA NA NA NA NA
1634421600.0 1301.0 83 95 214 NA NA NA NA NA 151 369 349 NA NA NA NA NA 1472 530 1078 NA NA NA NA NA 1232 770 1964 NA NA NA NA NA
1634421600.0 1302.0 94 105 225 NA NA NA NA NA 166 377 349 NA NA NA NA NA 3707 679 1265 NA NA NA NA NA 1473 690 1853 NA NA NA NA NA
1634421600.0 1303.0 84 105 232 NA NA NA NA NA 157 369 352 NA NA NA NA NA 6513 541 1369 NA NA NA NA NA 2932 1181 2654 NA NA NA NA NA
1634421600.0 1306.0 NA 94 548 0 NA NA NA NA NA 373 678 0 NA NA NA NA NA 462 1528 588 NA NA NA NA NA 837 2727 756 NA NA NA NA
1634421600.0 1307.0 NA 91 178 42 0 NA NA NA NA 379 262 86 0 NA NA NA NA 471 582 137 211 NA NA NA NA 1198 1298 264 286 NA NA NA
1634421600.0 1308.0 NA 91 176 48 0 NA NA NA NA 371 254 85 0 NA NA NA NA 444 512 135 212 NA NA NA NA 767 1065 414 309 NA NA NA
1634421600.0 1309.0 NA 107 566 0 NA NA NA NA NA 380 692 0 NA NA NA NA NA 550 1797 611 NA NA NA NA NA 1205 3628 766 NA NA NA NA
1634421600.0 131.0 62 79 427 NA NA NA NA NA 141 359 546 NA NA NA NA NA 1498 443 1456 NA NA NA NA NA 1321 834 2701 NA NA NA NA NA
1634421600.0 1310.0 NA 101 560 0 NA NA NA NA NA 381 670 0 NA NA NA NA NA 525 1656 615 NA NA NA NA NA 1303 2556 782 NA NA NA NA
1634421600.0 1311.0 NA 104 483 0 58 NA NA NA NA 381 603 0 104 NA NA NA NA 477 1097 591 213 NA NA NA NA 1339 1637 794 1070 NA NA NA
1634421600.0 1312.0 NA 105 561 0 NA NA NA NA NA 381 683 0 NA NA NA NA NA 559 1747 597 NA NA NA NA NA 1124 2909 677 NA NA NA NA
1634421600.0 1313.0 NA 106 569 0 NA NA NA NA NA 381 683 0 NA NA NA NA NA 448 1990 604 NA NA NA NA NA 762 3040 772 NA NA NA NA
1634421600.0 1314.0 NA 104 560 0 NA NA NA NA NA 373 670 0 NA NA NA NA NA 538 1683 635 NA NA NA NA NA 1216 3578 875 NA NA NA NA
1634421600.0 1315.0 NA 94 546 0 NA NA NA NA NA 373 655 0 NA NA NA NA NA 458 1565 597 NA NA NA NA NA 735 2905 753 NA NA NA NA
1634421600.0 1316.0 NA 96 552 0 NA NA NA NA NA 373 656 0 NA NA NA NA NA 477 1587 585 NA NA NA NA NA 1221 2505 727 NA NA NA NA
1634421600.0 1317.0 NA 93 547 0 NA NA NA NA NA 373 660 0 NA NA NA NA NA 454 1566 597 NA NA NA NA NA 523 3170 793 NA NA NA NA
1634421600.0 1318.0 NA 95 552 0 NA NA NA NA NA 391 666 0 NA NA NA NA NA 481 1551 589 NA NA NA NA NA 776 3152 788 NA NA NA NA
1634421600.0 1319.0 NA 93 555 0 NA NA NA NA NA 373 673 0 NA NA NA NA NA 452 1585 596 NA NA NA NA NA 1255 2964 734 NA NA NA NA
1634421600.0 132.0 88 85 434 NA NA NA NA NA 179 367 562 NA NA NA NA NA 2934 512 1590 NA NA NA NA NA 1608 659 2928 NA NA NA NA NA
1634421600.0 1320.0 NA 97 549 0 NA NA NA NA NA 381 657 0 NA NA NA NA NA 482 1609 598 NA NA NA NA NA 1085 4048 751 NA NA NA NA
1634421600.0 1321.0 NA 95 549 0 NA NA NA NA NA 373 656 0 NA NA NA NA NA 466 1600 632 NA NA NA NA NA 686 2973 1080 NA NA NA NA
1634421600.0 1322.0 NA 97 553 0 NA NA NA NA NA 380 656 0 NA NA NA NA NA 483 1602 643 NA NA NA NA NA 827 3288 949 NA NA NA NA
1634421600.0 1323.0 NA 94 547 0 NA NA NA NA NA 380 661 0 NA NA NA NA NA 461 1526 581 NA NA NA NA NA 849 3167 731 NA NA NA NA
1634421600.0 1324.0 NA 105 560 0 NA NA NA NA NA 381 683 0 NA NA NA NA NA 508 1726 634 NA NA NA NA NA 787 3116 813 NA NA NA NA
1634421600.0 1325.0 NA 107 571 0 69 NA NA NA NA 380 684 0 116 NA NA NA NA 567 1778 609 234 NA NA NA NA 814 3617 1220 355 NA NA NA
1634421600.0 1325.1 NA 106 218 0 NA NA NA NA NA 373 278 0 NA NA NA NA NA 541 684 261 NA NA NA NA NA 1400 1967 332 NA NA NA NA
1634421600.0 1325.2 NA 109 564 0 NA NA NA NA NA 381 685 0 NA NA NA NA NA 570 1770 684 NA NA NA NA NA 1167 2955 1008 NA NA NA NA
1634421600.0 1325.3 NA 106 209 0 NA NA NA NA NA 381 283 0 NA NA NA NA NA 562 662 250 NA NA NA NA NA 1171 1230 323 NA NA NA NA
1634421600.0 1325.4 NA 107 569 0 NA NA NA NA NA 380 688 0 NA NA NA NA NA 582 1782 615 NA NA NA NA NA 2333 2925 774 NA NA NA NA
1634421600.0 1325.5 NA 193 0 NA NA NA NA NA NA 280 0 NA NA NA NA NA NA 4401 137 NA NA NA NA NA NA 6129 877 NA NA NA NA NA
1634421600.0 1325.51 NA 171 0 NA NA NA NA NA NA 247 0 NA NA NA NA NA NA 1449 135 NA NA NA NA NA NA 2310 229 NA NA NA NA NA
1634421600.0 1325.6 NA 163 NA NA NA NA NA NA NA 239 NA NA NA NA NA NA NA 2279 NA NA NA NA NA NA NA 2844 NA NA NA NA NA NA
1634421600.0 1325.7 NA 165 0 NA NA NA NA NA NA 235 0 NA NA NA NA NA NA 2270 120 NA NA NA NA NA NA 3774 204 NA NA NA NA NA
1634421600.0 1325.8 NA 166 0 NA NA NA NA NA NA 235 0 NA NA NA NA NA NA 2282 126 NA NA NA NA NA NA 3411 791 NA NA NA NA NA
1634421600.0 1325.9 NA 156 0 NA NA NA NA NA NA 225 0 NA NA NA NA NA NA 1671 121 NA NA NA NA NA NA 1385 198 NA NA NA NA NA
1634421600.0 1326.0 NA 99 554 0 NA NA NA NA NA 381 662 0 NA NA NA NA NA 486 1615 654 NA NA NA NA NA 854 2779 1000 NA NA NA NA
1634421600.0 1327.0 NA 101 558 0 NA NA NA NA NA 381 659 0 NA NA NA NA NA 518 1645 599 NA NA NA NA NA 753 2913 746 NA NA NA NA
1634421600.0 1328.0 NA 104 561 0 NA NA NA NA NA 381 672 0 NA NA NA NA NA 518 1683 705 NA NA NA NA NA 1754 3261 1093 NA NA NA NA
1634421600.0 1329.0 NA 100 552 0 NA NA NA NA NA 373 678 0 NA NA NA NA NA 482 1603 609 NA NA NA NA NA 994 2524 813 NA NA NA NA
1634421600.0 1329.1 NA 178 0 NA NA NA NA NA NA 255 0 NA NA NA NA NA NA 1865 116 NA NA NA NA NA NA 1653 177 NA NA NA NA NA
1634421600.0 133.0 92 91 443 NA NA NA NA NA 194 367 553 NA NA NA NA NA 5254 519 1690 NA NA NA NA NA 2533 566 2098 NA NA NA NA NA
1634421600.0 1330.0 NA 103 556 0 NA NA NA NA NA 381 666 0 NA NA NA NA NA 502 1647 603 NA NA NA NA NA 848 3613 763 NA NA NA NA
1634421600.0 1331.0 NA 101 559 0 NA NA NA NA NA 380 684 0 NA NA NA NA NA 505 1648 604 NA NA NA NA NA 1036 3120 772 NA NA NA NA
1634421600.0 1332.0 NA 105 565 0 NA NA NA NA NA 381 674 0 NA NA NA NA NA 553 1690 621 NA NA NA NA NA 998 2341 821 NA NA NA NA
1634421600.0 1333.0 NA 101 559 0 NA NA NA NA NA 373 677 0 NA NA NA NA NA 479 1604 703 NA NA NA NA NA 749 3036 1120 NA NA NA NA
1634421600.0 1334.0 NA 114 562 0 NA NA NA NA NA 381 668 0 NA NA NA NA NA 520 1706 612 NA NA NA NA NA 1138 3256 772 NA NA NA NA
1634421600.0 1335.0 NA 100 559 0 NA NA NA NA NA 380 668 0 NA NA NA NA NA 493 1625 609 NA NA NA NA NA 538 3251 764 NA NA NA NA
1634421600.0 1336.0 NA 103 570 0 NA NA NA NA NA 381 677 0 NA NA NA NA NA 558 2083 608 NA NA NA NA NA 1290 2881 749 NA NA NA NA
1634421600.0 1337.0 NA 107 574 0 NA NA NA NA NA 380 681 0 NA NA NA NA NA 583 2066 627 NA NA NA NA NA 816 3083 823 NA NA NA NA
1634421600.0 1338.0 NA 106 564 0 NA NA NA NA NA 381 673 0 NA NA NA NA NA 540 1760 653 NA NA NA NA NA 830 3379 913 NA NA NA NA
1634421600.0 1339.0 NA 110 575 0 NA NA NA NA NA 381 699 0 NA NA NA NA NA 572 1974 614 NA NA NA NA NA 1703 3214 779 NA NA NA NA
1634421600.0 134.0 NA 425 31 0 NA NA NA NA NA 513 76 0 NA NA NA NA NA 3008 125 64 NA NA NA NA NA 3905 203 91 NA NA NA NA
1634421600.0 134.701 NA 28 505 0 NA NA NA NA NA 82 600 0 NA NA NA NA NA 236 4514 675 NA NA NA NA NA 578 4301 837 NA NA NA NA
1634421600.0 134.702 NA 32 504 0 NA NA NA NA NA 84 596 0 NA NA NA NA NA 265 5549 681 NA NA NA NA NA 549 4448 983 NA NA NA NA
1634421600.0 134.703 NA 32 513 0 NA NA NA NA NA 85 609 0 NA NA NA NA NA 243 5561 647 NA NA NA NA NA 568 3362 754 NA NA NA NA
1634421600.0 134.704 NA 30 502 0 NA NA NA NA NA 83 601 0 NA NA NA NA NA 268 5535 637 NA NA NA NA NA 500 4166 847 NA NA NA NA
1634421600.0 134.705 NA 32 514 0 NA NA NA NA NA 84 610 0 NA NA NA NA NA 274 5804 693 NA NA NA NA NA 625 3294 885 NA NA NA NA
1634421600.0 134.706 NA 34 511 0 NA NA NA NA NA 87 612 0 NA NA NA NA NA 241 5997 669 NA NA NA NA NA 584 4384 763 NA NA NA NA
1634421600.0 134.707 NA 33 504 0 NA NA NA NA NA 86 598 0 NA NA NA NA NA 280 5351 627 NA NA NA NA NA 593 3433 745 NA NA NA NA
1634421600.0 134.708 NA 30 501 0 NA NA NA NA NA 83 598 0 NA NA NA NA NA 263 5155 637 NA NA NA NA NA 483 3657 846 NA NA NA NA
1634421600.0 134.709 NA 32 677 0 NA NA NA NA NA 84 793 0 NA NA NA NA NA 275 5508 638 NA NA NA NA NA 615 4117 784 NA NA NA NA
1634421600.0 134.71 NA 36 496 0 NA NA NA NA NA 78 590 0 NA NA NA NA NA 299 4029 655 NA NA NA NA NA 1063 3890 963 NA NA NA NA
1634421600.0 134.801 NA 31 503 0 NA NA NA NA NA 84 598 0 NA NA NA NA NA 248 4215 658 NA NA NA NA NA 548 3898 1038 NA NA NA NA
1634421600.0 134.802 NA 38 507 0 NA NA NA NA NA 90 605 0 NA NA NA NA NA 287 6748 631 NA NA NA NA NA 433 3585 797 NA NA NA NA
1634421600.0 134.803 NA 33 509 0 NA NA NA NA NA 86 607 0 NA NA NA NA NA 314 6111 624 NA NA NA NA NA 507 3447 767 NA NA NA NA
1634421600.0 134.804 NA 33 512 0 NA NA NA NA NA 87 614 0 NA NA NA NA NA 293 6670 641 NA NA NA NA NA 515 3549 831 NA NA NA NA
1634421600.0 134.805 NA 38 514 0 NA NA NA NA NA 87 621 0 NA NA NA NA NA 276 6599 658 NA NA NA NA NA 401 3481 849 NA NA NA NA
1634421600.0 134.806 NA 30 516 0 NA NA NA NA NA 87 616 0 NA NA NA NA NA 278 7215 629 NA NA NA NA NA 682 3787 748 NA NA NA NA
1634421600.0 134.807 NA 89 539 0 NA NA NA NA NA 195 676 0 NA NA NA NA NA 1373 7523 733 NA NA NA NA NA 2487 5345 828 NA NA NA NA
1634421600.0 134.808 NA 92 549 0 NA NA NA NA NA 195 679 0 NA NA NA NA NA 1429 7592 709 NA NA NA NA NA 1554 3920 888 NA NA NA NA
1634421600.0 134.809 NA 29 505 0 NA NA NA NA NA 86 607 0 NA NA NA NA NA 273 6277 619 NA NA NA NA NA 628 3351 704 NA NA NA NA
1634421600.0 134.81 NA 29 505 0 NA NA NA NA NA 84 610 0 NA NA NA NA NA 309 6346 673 NA NA NA NA NA 1028 3577 946 NA NA NA NA
1634421600.0 134.811 NA 31 509 0 NA NA NA NA NA 88 612 0 NA NA NA NA NA 269 6685 636 NA NA NA NA NA 302 3511 808 NA NA NA NA
